ANO;UF;Município;IDHM;IDHM_E;IDHM_L;IDHM_R
1991;17;SANTA RITA DO TOCANTINS;0,281;0,088;0,564;0,447
1991;17;SANTA ROSA DO TOCANTINS;0,285;0,081;0,604;0,471
1991;17;SANTA TEREZA DO TOCANTINS;0,333;0,129;0,613;0,469
1991;17;SANTA TEREZINHA DO TOCANTINS;0,224;0,069;0,517;0,316
1991;17;SÃO BENTO DO TOCANTINS;0,208;0,047;0,515;0,371
1991;17;SÃO FÉLIX DO TOCANTINS;0,294;0,137;0,512;0,362
1991;17;SÃO MIGUEL DO TOCANTINS;0,240;0,064;0,517;0,420
1991;17;SÃO SALVADOR DO TOCANTINS;0,222;0,035;0,632;0,496
1991;17;SÃO SEBASTIÃO DO TOCANTINS;0,249;0,061;0,557;0,457
1991;17;SÃO VALÉRIO;0,327;0,119;0,604;0,487
1991;17;SILVANÓPOLIS;0,330;0,135;0,550;0,483
1991;17;SÍTIO NOVO DO TOCANTINS;0,302;0,134;0,512;0,400
1991;17;SUCUPIRA;0,319;0,109;0,632;0,472
1991;17;TAGUATINGA;0,316;0,123;0,559;0,461
1991;17;TAIPAS DO TOCANTINS;0,281;0,089;0,627;0,399
1991;17;TALISMÃ;0,296;0,070;0,658;0,563
1991;17;PALMAS;0,439;0,198;0,660;0,646
1991;17;TOCANTÍNIA;0,349;0,143;0,553;0,536
1991;17;TOCANTINÓPOLIS;0,387;0,183;0,625;0,506
1991;17;TUPIRAMA;0,238;0,055;0,571;0,429
1991;17;TUPIRATINS;0,421;0,233;0,609;0,525
1991;17;WANDERLÂNDIA;0,346;0,153;0,562;0,483
1991;17;XAMBIOÁ;0,344;0,136;0,564;0,533
1991;21;AÇAILÂNDIA;0,344;0,132;0,545;0,565
1991;21;AFONSO CUNHA;0,278;0,122;0,506;0,349
1991;21;ÁGUA DOCE DO MARANHÃO;0,210;0,045;0,533;0,388
1991;21;ALCÂNTARA;0,271;0,078;0,591;0,430
1991;21;ALDEIAS ALTAS;0,257;0,078;0,549;0,397
1991;21;ALTAMIRA DO MARANHÃO;0,270;0,083;0,549;0,433
1991;21;ALTO ALEGRE DO MARANHÃO;0,209;0,055;0,466;0,356
1991;21;ALTO ALEGRE DO PINDARÉ;0,190;0,039;0,509;0,344
1991;21;ALTO PARNAÍBA;0,308;0,108;0,574;0,473
1991;21;AMAPÁ DO MARANHÃO;0,165;0,018;0,543;0,460
1991;21;AMARANTE DO MARANHÃO;0,284;0,105;0,521;0,418
1991;21;ANAJATUBA;0,260;0,085;0,536;0,388
1991;21;ANAPURUS;0,292;0,115;0,552;0,393
1991;21;APICUM-AÇU;0,238;0,067;0,533;0,377
1991;21;ARAGUANÃ;0,184;0,032;0,494;0,394
1991;21;ARAIOSES;0,199;0,042;0,483;0,387
1991;21;ARAME;0,210;0,048;0,488;0,394
1991;21;ARARI;0,331;0,163;0,518;0,430
1991;21;AXIXÁ;0,310;0,140;0,509;0,417
1991;21;BACABAL;0,372;0,212;0,511;0,477
1991;21;BACABEIRA;0,341;0,181;0,552;0,398
1991;21;BACURI;0,272;0,104;0,504;0,385
1991;21;BACURITUBA;0,216;0,060;0,504;0,334
1991;21;BALSAS;0,347;0,145;0,616;0,467
1991;21;BARÃO DE GRAJAÚ;0,310;0,121;0,610;0,403
1991;21;BARRA DO CORDA;0,287;0,107;0,553;0,399
1991;21;BARREIRINHAS;0,251;0,083;0,531;0,358
1991;21;BELÁGUA;0,199;0,044;0,525;0,343
1991;21;BELA VISTA DO MARANHÃO;0,175;0,030;0,478;0,373
1991;21;BENEDITO LEITE;0,240;0,062;0,557;0,398
1991;21;BEQUIMÃO;0,299;0,154;0,504;0,346
1991;21;BERNARDO DO MEARIM;0,262;0,098;0,509;0,359
1991;21;BOA VISTA DO GURUPI;0,256;0,068;0,565;0,435
1991;21;BOM JARDIM;0,237;0,071;0,480;0,391
1991;21;BOM JESUS DAS SELVAS;0,198;0,033;0,559;0,421
1991;21;BOM LUGAR;0,229;0,059;0,547;0,370
1991;21;BREJO;0,305;0,126;0,552;0,406
1991;21;BREJO DE AREIA;0,194;0,036;0,480;0,423
1991;21;BURITI;0,240;0,065;0,525;0,407
1991;21;BURITI BRAVO;0,308;0,118;0,577;0,429
1991;21;BURITICUPU;0,237;0,053;0,566;0,442
1991;21;BURITIRANA;0,190;0,038;0,472;0,385
1991;21;CACHOEIRA GRANDE;0,256;0,093;0,509;0,353
1991;21;CAJAPIÓ;0,246;0,083;0,504;0,356
1991;21;CAJARI;0,257;0,093;0,501;0,365
1991;21;CAMPESTRE DO MARANHÃO;0,249;0,058;0,628;0,422
1991;21;CÂNDIDO MENDES;0,275;0,105;0,534;0,372
1991;21;CANTANHEDE;0,293;0,128;0,503;0,389
1991;21;CAPINZAL DO NORTE;0,274;0,102;0,505;0,399
1991;21;CAROLINA;0,353;0,154;0,617;0,464
1991;21;CARUTAPERA;0,282;0,110;0,487;0,420
1991;21;CAXIAS;0,357;0,176;0,561;0,461
1991;21;CEDRAL;0,342;0,184;0,504;0,430
1991;21;CENTRAL DO MARANHÃO;0,260;0,082;0,574;0,375
1991;21;CENTRO DO GUILHERME;0,160;0,024;0,465;0,369
1991;21;CENTRO NOVO DO MARANHÃO;0,181;0,026;0,583;0,389
1991;21;CHAPADINHA;0,328;0,144;0,552;0,444
1991;21;CIDELÂNDIA;0,286;0,099;0,543;0,434
1991;21;CODÓ;0,301;0,124;0,505;0,434
1991;21;COELHO NETO;0,274;0,095;0,465;0,467
1991;21;COLINAS;0,324;0,151;0,465;0,483
1991;21;CONCEIÇÃO DO LAGO-AÇU;0,206;0,046;0,478;0,397
1991;21;COROATÁ;0,287;0,114;0,516;0,403
1991;21;CURURUPU;0,323;0,160;0,501;0,421
1991;21;DAVINÓPOLIS;0,235;0,063;0,493;0,417
1991;21;DOM PEDRO;0,382;0,202;0,557;0,495
1991;21;DUQUE BACELAR;0,286;0,121;0,528;0,368
1991;21;ESPERANTINÓPOLIS;0,271;0,093;0,528;0,406
1991;21;ESTREITO;0,333;0,118;0,636;0,493
1991;21;FEIRA NOVA DO MARANHÃO;0,123;0,012;0,509;0,301
1991;21;FERNANDO FALCÃO;0,155;0,021;0,553;0,323
1991;21;FORMOSA DA SERRA NEGRA;0,187;0,027;0,553;0,439
1991;21;FORTALEZA DOS NOGUEIRAS;0,300;0,129;0,557;0,376
1991;21;FORTUNA;0,302;0,153;0,472;0,380
1991;21;GODOFREDO VIANA;0,299;0,104;0,559;0,460
1991;21;GONÇALVES DIAS;0,288;0,085;0,557;0,503
1991;21;GOVERNADOR ARCHER;0,321;0,139;0,533;0,447
1991;21;GOVERNADOR EDISON LOBÃO;0,267;0,089;0,536;0,397
1991;21;GOVERNADOR EUGÊNIO BARROS;0,241;0,080;0,509;0,344
1991;21;GOVERNADOR LUIZ ROCHA;0,213;0,058;0,451;0,371
1991;21;GOVERNADOR NEWTON BELLO;0,175;0,029;0,480;0,382
1991;21;GOVERNADOR NUNES FREIRE;0,273;0,079;0,566;0,457
1991;21;GRAÇA ARANHA;0,316;0,168;0,487;0,387
1991;21;GRAJAÚ;0,295;0,096;0,587;0,457
1991;21;GUIMARÃES;0,374;0,230;0,572;0,399
1991;21;HUMBERTO DE CAMPOS;0,212;0,051;0,489;0,381
1991;21;ICATU;0,210;0,054;0,513;0,335
1991;21;IGARAPÉ DO MEIO;0,205;0,046;0,502;0,371
1991;21;IGARAPÉ GRANDE;0,333;0,172;0,514;0,419
1991;21;IMPERATRIZ;0,444;0,259;0,593;0,570
1991;21;ITAIPAVA DO GRAJAÚ;0,143;0,015;0,500;0,391
1991;21;ITAPECURU MIRIM;0,338;0,168;0,563;0,410
1991;21;ITINGA DO MARANHÃO;0,313;0,098;0,587;0,535
1991;21;JATOBÁ;0,194;0,040;0,533;0,342
1991;21;JENIPAPO DOS VIEIRAS;0,170;0,030;0,501;0,325
1991;21;JOÃO LISBOA;0,299;0,110;0,553;0,441
1991;21;JOSELÂNDIA;0,251;0,080;0,505;0,392
1991;21;JUNCO DO MARANHÃO;0,208;0,051;0,464;0,383
1991;21;LAGO DA PEDRA;0,310;0,130;0,546;0,421
1991;21;LAGO DO JUNCO;0,320;0,127;0,557;0,465
1991;21;LAGO VERDE;0,257;0,094;0,487;0,370
1991;21;LAGOA DO MATO;0,217;0,050;0,543;0,375
1991;21;LAGO DOS RODRIGUES;0,279;0,101;0,528;0,408
1991;21;LAGOA GRANDE DO MARANHÃO;0,133;0,015;0,474;0,329
1991;21;LAJEADO NOVO;0,149;0,013;0,601;0,424
1991;21;LIMA CAMPOS;0,325;0,135;0,549;0,463
1991;21;LORETO;0,293;0,132;0,557;0,343
1991;21;LUÍS DOMINGUES;0,314;0,122;0,565;0,449
1991;21;MAGALHÃES DE ALMEIDA;0,277;0,123;0,499;0,348
1991;21;MARACAÇUMÉ;0,278;0,093;0,534;0,432
1991;21;MARAJÁ DO SENA;0,166;0,023;0,503;0,395
1991;21;MARANHÃOZINHO;0,192;0,039;0,492;0,368
1991;21;MATA ROMA;0,267;0,107;0,552;0,324
1991;21;MATINHA;0,310;0,148;0,574;0,349
1991;21;MATÕES;0,222;0,050;0,582;0,377
1991;21;MATÕES DO NORTE;0,209;0,062;0,492;0,298
1991;21;MILAGRES DO MARANHÃO;0,192;0,033;0,579;0,373
1991;21;MIRADOR;0,260;0,090;0,529;0,371
1991;21;MIRANDA DO NORTE;0,340;0,156;0,563;0,447
1991;21;MIRINZAL;0,380;0,219;0,572;0,438
1991;21;MONÇÃO;0,248;0,076;0,501;0,401
1991;21;MONTES ALTOS;0,234;0,059;0,540;0,401
1991;21;MORROS;0,280;0,106;0,491;0,420
1991;21;NINA RODRIGUES;0,278;0,125;0,511;0,336
1991;21;NOVA COLINAS;0,220;0,083;0,557;0,229
1991;21;NOVA IORQUE;0,320;0,185;0,522;0,339
1991;21;NOVA OLINDA DO MARANHÃO;0,266;0,085;0,568;0,392
1991;21;OLHO D'ÁGUA DAS CUNHÃS;0,276;0,099;0,511;0,417
1991;21;OLINDA NOVA DO MARANHÃO;0,257;0,094;0,582;0,312
1991;21;PAÇO DO LUMIAR;0,526;0,421;0,650;0,533
1991;21;PALMEIRÂNDIA;0,253;0,092;0,536;0,330
1991;21;PARAIBANO;0,297;0,108;0,533;0,454
1991;21;PARNARAMA;0,223;0,058;0,530;0,362
1991;21;PASSAGEM FRANCA;0,265;0,086;0,529;0,409
1991;21;PASTOS BONS;0,323;0,143;0,601;0,391
1991;21;PAULINO NEVES;0,201;0,045;0,489;0,368
1991;21;PAULO RAMOS;0,241;0,067;0,462;0,451
1991;21;PEDREIRAS;0,390;0,211;0,568;0,496
1991;21;PEDRO DO ROSÁRIO;0,212;0,049;0,537;0,362
1991;21;PENALVA;0,277;0,109;0,501;0,388
1991;21;PERI MIRIM;0,312;0,139;0,536;0,409
1991;21;PERITORÓ;0,238;0,068;0,509;0,389
1991;21;PINDARÉ-MIRIM;0,339;0,175;0,511;0,435
1991;21;PINHEIRO;0,346;0,180;0,537;0,429
1991;21;PIO XII;0,247;0,075;0,499;0,403
1991;21;PIRAPEMAS;0,286;0,117;0,559;0,357
1991;21;POÇÃO DE PEDRAS;0,265;0,088;0,545;0,386
1991;21;PORTO FRANCO;0,340;0,126;0,636;0,492
1991;21;PORTO RICO DO MARANHÃO;0,308;0,133;0,504;0,436
1991;21;PRESIDENTE DUTRA;0,373;0,193;0,570;0,473
1991;21;PRESIDENTE JUSCELINO;0,307;0,155;0,480;0,389
1991;21;PRESIDENTE MÉDICI;0,280;0,117;0,511;0,368
1991;21;PRESIDENTE SARNEY;0,217;0,052;0,536;0,368
1991;21;PRESIDENTE VARGAS;0,254;0,094;0,524;0,332
1991;21;PRIMEIRA CRUZ;0,268;0,098;0,518;0,380
1991;21;RAPOSA;0,362;0,190;0,553;0,452
1991;21;RIACHÃO;0,231;0,066;0,509;0,369
1991;21;RIBAMAR FIQUENE;0,131;0,010;0,540;0,416
1991;21;ROSÁRIO;0,377;0,227;0,552;0,429
1991;21;SAMBAÍBA;0,292;0,101;0,587;0,419
1991;21;SANTA FILOMENA DO MARANHÃO;0,160;0,024;0,474;0,357
1991;21;SANTA HELENA;0,291;0,110;0,536;0,417
1991;21;SANTA INÊS;0,408;0,224;0,610;0,497
1991;21;SANTA LUZIA;0,261;0,076;0,570;0,409
1991;21;SANTA LUZIA DO PARUÁ;0,288;0,101;0,579;0,409
1991;21;SANTA QUITÉRIA DO MARANHÃO;0,283;0,107;0,533;0,398
1991;21;SANTA RITA;0,312;0,158;0,513;0,374
1991;21;SANTANA DO MARANHÃO;0,192;0,040;0,509;0,349
1991;21;SANTO AMARO DO MARANHÃO;0,216;0,056;0,489;0,366
1991;21;SANTO ANTÔNIO DOS LOPES;0,265;0,082;0,518;0,439
1991;21;SÃO BENEDITO DO RIO PRETO;0,272;0,114;0,571;0,309
1991;21;SÃO BENTO;0,340;0,165;0,554;0,431
1991;21;SÃO BERNARDO;0,222;0,057;0,499;0,385
1991;21;SÃO DOMINGOS DO AZEITÃO;0,289;0,109;0,557;0,398
1991;21;SÃO DOMINGOS DO MARANHÃO;0,283;0,112;0,487;0,417
1991;21;SÃO FÉLIX DE BALSAS;0,257;0,092;0,557;0,333
1991;21;SÃO FRANCISCO DO BREJÃO;0,256;0,058;0,587;0,494
1991;21;SÃO FRANCISCO DO MARANHÃO;0,270;0,088;0,555;0,403
1991;21;SÃO JOÃO BATISTA;0,294;0,131;0,536;0,363
1991;21;SÃO JOÃO DO CARÚ;0,156;0,019;0,553;0,362
1991;21;SÃO JOÃO DO PARAÍSO;0,230;0,052;0,616;0,382
1991;21;SÃO JOÃO DO SOTER;0,205;0,049;0,484;0,361
1991;21;SÃO JOÃO DOS PATOS;0,347;0,176;0,528;0,448
1991;21;SÃO JOSÉ DE RIBAMAR;0,431;0,295;0,553;0,492
1991;21;SÃO JOSÉ DOS BASÍLIOS;0,208;0,061;0,451;0,326
1991;21;SÃO LUÍS;0,562;0,430;0,670;0,617
1991;21;SÃO LUÍS GONZAGA DO MARANHÃO;0,250;0,067;0,535;0,436
1991;21;SÃO MATEUS DO MARANHÃO;0,285;0,110;0,511;0,414
1991;21;SÃO PEDRO DA ÁGUA BRANCA;0,249;0,066;0,487;0,481
1991;21;SÃO PEDRO DOS CRENTES;0,226;0,046;0,616;0,410
1991;21;SÃO RAIMUNDO DAS MANGABEIRAS;0,310;0,123;0,557;0,434
1991;21;SÃO RAIMUNDO DO DOCA BEZERRA;0,212;0,042;0,537;0,424
1991;21;SÃO ROBERTO;0,198;0,043;0,488;0,370
1991;21;SÃO VICENTE FERRER;0,279;0,118;0,501;0,367
1991;21;SATUBINHA;0,191;0,035;0,519;0,384
1991;21;SENADOR ALEXANDRE COSTA;0,238;0,074;0,487;0,375
1991;21;SENADOR LA ROCQUE;0,219;0,050;0,540;0,390
1991;21;SERRANO DO MARANHÃO;0,209;0,045;0,550;0,367
1991;21;SÍTIO NOVO;0,286;0,103;0,607;0,375
1991;21;SUCUPIRA DO NORTE;0,259;0,098;0,529;0,337
1991;21;SUCUPIRA DO RIACHÃO;0,249;0,076;0,567;0,358
1991;21;TASSO FRAGOSO;0,261;0,111;0,509;0,316
1991;21;TIMBIRAS;0,241;0,070;0,542;0,368
1991;21;TIMON;0,362;0,170;0,593;0,470
1991;21;TRIZIDELA DO VALE;0,328;0,145;0,535;0,455
1991;21;TUFILÂNDIA;0,214;0,050;0,494;0,399
1991;21;TUNTUM;0,254;0,084;0,488;0,402
1991;21;TURIAÇU;0,240;0,063;0,534;0,411
1991;21;TURILÂNDIA;0,221;0,050;0,534;0,407
1991;21;TUTÓIA;0,236;0,073;0,466;0,384
1991;21;URBANO SANTOS;0,299;0,129;0,528;0,394
1991;21;VARGEM GRANDE;0,276;0,108;0,541;0,360
1991;21;VIANA;0,336;0,166;0,587;0,390
1991;21;VILA NOVA DOS MARTÍRIOS;0,245;0,075;0,549;0,358
1991;21;VITÓRIA DO MEARIM;0,322;0,142;0,587;0,399
1991;21;VITORINO FREIRE;0,292;0,108;0,511;0,453
1991;21;ZÉ DOCA;0,322;0,135;0,566;0,436
1991;22;ACAUÃ;0,143;0,018;0,474;0,344
1991;22;AGRICOLÂNDIA;0,379;0,248;0,604;0,363
1991;22;ÁGUA BRANCA;0,420;0,279;0,571;0,465
1991;22;ALAGOINHA DO PIAUÍ;0,226;0,049;0,560;0,420
1991;22;ALEGRETE DO PIAUÍ;0,265;0,085;0,518;0,424
1991;22;ALTO LONGÁ;0,258;0,075;0,608;0,378
1991;22;ALTOS;0,316;0,119;0,611;0,434
1991;22;ALVORADA DO GURGUÉIA;0,273;0,116;0,510;0,344
1991;22;AMARANTE;0,364;0,177;0,629;0,433
1991;22;ANGICAL DO PIAUÍ;0,410;0,258;0,594;0,451
1991;22;ANÍSIO DE ABREU;0,289;0,104;0,616;0,376
1991;22;ANTÔNIO ALMEIDA;0,320;0,175;0,565;0,332
1991;22;AROAZES;0,281;0,098;0,564;0,400
1991;22;AROEIRAS DO ITAIM;0,157;0,026;0,509;0,294
1991;22;ARRAIAL;0,260;0,079;0,590;0,376
1991;22;ASSUNÇÃO DO PIAUÍ;0,170;0,027;0,548;0,330
1991;22;AVELINO LOPES;0,256;0,076;0,548;0,401
1991;22;BAIXA GRANDE DO RIBEIRO;0,202;0,041;0,531;0,377
1991;22;BARRA D'ALCÂNTARA;0,185;0,036;0,570;0,310
1991;22;BARRAS;0,270;0,087;0,591;0,381
1991;22;BARREIRAS DO PIAUÍ;0,358;0,171;0,630;0,427
1991;22;BARRO DURO;0,374;0,185;0,595;0,477
1991;22;BATALHA;0,279;0,111;0,536;0,366
1991;22;BELA VISTA DO PIAUÍ;0,146;0,022;0,521;0,271
1991;22;BELÉM DO PIAUÍ;0,179;0,033;0,536;0,323
1991;22;BENEDITINOS;0,293;0,113;0,608;0,367
1991;22;BERTOLÍNIA;0,343;0,170;0,609;0,390
1991;22;BETÂNIA DO PIAUÍ;0,160;0,025;0,474;0,346
1991;22;BOA HORA;0,197;0,035;0,510;0,428
1991;22;BOCAINA;0,340;0,162;0,595;0,409
1991;22;BOM JESUS;0,376;0,163;0,630;0,519
1991;22;BOM PRINCÍPIO DO PIAUÍ;0,200;0,043;0,493;0,380
1991;22;BONFIM DO PIAUÍ;0,210;0,040;0,616;0,377
1991;22;BOQUEIRÃO DO PIAUÍ;0,200;0,034;0,608;0,388
1991;22;BRASILEIRA;0,270;0,089;0,591;0,374
1991;22;BREJO DO PIAUÍ;0,154;0,027;0,486;0,278
1991;22;BURITI DOS LOPES;0,227;0,062;0,475;0,398
1991;22;BURITI DOS MONTES;0,194;0,041;0,551;0,321
1991;22;CABECEIRAS DO PIAUÍ;0,210;0,058;0,496;0,324
1991;22;CAJAZEIRAS DO PIAUÍ;0,194;0,042;0,523;0,331
1991;22;CAJUEIRO DA PRAIA;0,167;0,026;0,528;0,341
1991;22;CALDEIRÃO GRANDE DO PIAUÍ;0,177;0,028;0,496;0,399
1991;22;CAMPINAS DO PIAUÍ;0,274;0,099;0,519;0,400
1991;22;CAMPO ALEGRE DO FIDALGO;0,140;0,016;0,509;0,337
1991;22;CAMPO GRANDE DO PIAUÍ;0,191;0,030;0,561;0,414
1991;22;CAMPO LARGO DO PIAUÍ;0,160;0,029;0,487;0,292
1991;22;CAMPO MAIOR;0,397;0,200;0,615;0,510
1991;22;CANAVIEIRA;0,267;0,082;0,620;0,376
1991;22;CANTO DO BURITI;0,314;0,123;0,558;0,452
1991;22;CAPITÃO DE CAMPOS;0,294;0,100;0,620;0,410
1991;22;CAPITÃO GERVÁSIO OLIVEIRA;0,121;0,010;0,563;0,317
1991;22;CARACOL;0,257;0,071;0,603;0,397
1991;22;CARAÚBAS DO PIAUÍ;0,120;0,010;0,528;0,328
1991;22;CARIDADE DO PIAUÍ;0,152;0,020;0,546;0,324
1991;22;CASTELO DO PIAUÍ;0,288;0,090;0,590;0,449
1991;22;CAXINGÓ;0,142;0,016;0,528;0,341
1991;22;COCAL;0,219;0,050;0,560;0,374
1991;22;COCAL DE TELHA;0,252;0,068;0,577;0,406
1991;22;COCAL DOS ALVES;0,154;0,021;0,545;0,318
1991;22;COIVARAS;0,230;0,051;0,608;0,392
1991;22;COLÔNIA DO GURGUÉIA;0,337;0,152;0,624;0,404
1991;22;COLÔNIA DO PIAUÍ;0,233;0,060;0,585;0,359
1991;22;CONCEIÇÃO DO CANINDÉ;0,282;0,118;0,496;0,384
1991;22;CORONEL JOSÉ DIAS;0,216;0,047;0,560;0,382
1991;22;CORRENTE;0,386;0,187;0,643;0,480
1991;22;CRISTALÂNDIA DO PIAUÍ;0,288;0,117;0,548;0,373
1991;22;CRISTINO CASTRO;0,344;0,159;0,624;0,411
1991;22;CURIMATÁ;0,329;0,130;0,624;0,437
1991;22;CURRAIS;0,226;0,078;0,510;0,290
1991;22;CURRALINHOS;0,233;0,072;0,594;0,296
1991;22;CURRAL NOVO DO PIAUÍ;0,227;0,076;0,474;0,325
1991;22;DEMERVAL LOBÃO;0,355;0,159;0,608;0,462
1991;22;DIRCEU ARCOVERDE;0,291;0,098;0,624;0,403
1991;22;DOM EXPEDITO LOPES;0,377;0,188;0,606;0,470
1991;22;DOMINGOS MOURÃO;0,206;0,057;0,495;0,308
1991;22;DOM INOCÊNCIO;0,188;0,032;0,584;0,356
1991;22;ELESBÃO VELOSO;0,308;0,124;0,570;0,413
1991;22;ELISEU MARTINS;0,343;0,165;0,626;0,391
1991;22;ESPERANTINA;0,311;0,131;0,536;0,428
1991;22;FARTURA DO PIAUÍ;0,210;0,045;0,558;0,368
1991;22;FLORES DO PIAUÍ;0,296;0,104;0,630;0,396
1991;22;FLORESTA DO PIAUÍ;0,166;0,029;0,474;0,331
1991;22;FLORIANO;0,436;0,251;0,599;0,551
1991;22;FRANCINÓPOLIS;0,292;0,125;0,548;0,363
1991;22;FRANCISCO AYRES;0,292;0,131;0,600;0,317
1991;22;FRANCISCO MACEDO;0,217;0,060;0,531;0,322
1991;22;FRANCISCO SANTOS;0,349;0,150;0,606;0,466
1991;22;FRONTEIRAS;0,316;0,125;0,561;0,452
1991;22;GEMINIANO;0,163;0,024;0,493;0,369
1991;22;GILBUÉS;0,313;0,123;0,574;0,435
1991;22;GUADALUPE;0,401;0,201;0,626;0,511
1991;22;GUARIBAS;0,141;0,017;0,493;0,331
1991;22;HUGO NAPOLEÃO;0,347;0,202;0,570;0,363
1991;22;ILHA GRANDE;0,241;0,082;0,436;0,390
1991;22;INHUMA;0,336;0,129;0,591;0,498
1991;22;IPIRANGA DO PIAUÍ;0,341;0,173;0,547;0,420
1991;22;ISAÍAS COELHO;0,221;0,063;0,519;0,328
1991;22;ITAINÓPOLIS;0,196;0,043;0,482;0,361
1991;22;ITAUEIRA;0,307;0,126;0,620;0,369
1991;22;JACOBINA DO PIAUÍ;0,176;0,025;0,583;0,372
1991;22;JAICÓS;0,278;0,090;0,571;0,420
1991;22;JARDIM DO MULATO;0,247;0,078;0,594;0,325
1991;22;JATOBÁ DO PIAUÍ;0,215;0,050;0,540;0,367
1991;22;JERUMENHA;0,368;0,170;0,626;0,468
1991;22;JOÃO COSTA;0,151;0,018;0,563;0,340
1991;22;JOAQUIM PIRES;0,224;0,058;0,522;0,369
1991;22;JOCA MARQUES;0,125;0,012;0,496;0,326
1991;22;JOSÉ DE FREITAS;0,273;0,091;0,564;0,397
1991;22;JUAZEIRO DO PIAUÍ;0,127;0,013;0,540;0,291
1991;22;JÚLIO BORGES;0,227;0,079;0,548;0,270
1991;22;JUREMA;0,220;0,064;0,493;0,338
1991;22;LAGOINHA DO PIAUÍ;0,315;0,140;0,601;0,372
1991;22;LAGOA ALEGRE;0,226;0,062;0,608;0,308
1991;22;LAGOA DO BARRO DO PIAUÍ;0,173;0,027;0,519;0,372
1991;22;LAGOA DE SÃO FRANCISCO;0,177;0,039;0,540;0,264
1991;22;LAGOA DO PIAUÍ;0,298;0,106;0,608;0,411
1991;22;LAGOA DO SÍTIO;0,258;0,075;0,583;0,393
1991;22;LANDRI SALES;0,367;0,175;0,624;0,453
1991;22;LUÍS CORREIA;0,237;0,072;0,481;0,383
1991;22;LUZILÂNDIA;0,277;0,120;0,445;0,399
1991;22;MADEIRO;0,146;0,020;0,510;0,308
1991;22;MANOEL EMÍDIO;0,321;0,176;0,565;0,333
1991;22;MARCOLÂNDIA;0,283;0,091;0,561;0,445
1991;22;MARCOS PARENTE;0,334;0,161;0,609;0,381
1991;22;MASSAPÊ DO PIAUÍ;0,132;0,014;0,496;0,334
1991;22;MATIAS OLÍMPIO;0,277;0,102;0,565;0,370
1991;22;MIGUEL ALVES;0,247;0,067;0,564;0,398
1991;22;MIGUEL LEÃO;0,324;0,123;0,608;0,453
1991;22;MILTON BRANDÃO;0,133;0,017;0,496;0,278
1991;22;MONSENHOR GIL;0,323;0,153;0,608;0,361
1991;22;MONSENHOR HIPÓLITO;0,312;0,123;0,592;0,417
1991;22;MONTE ALEGRE DO PIAUÍ;0,300;0,108;0,574;0,436
1991;22;MORRO CABEÇA NO TEMPO;0,213;0,058;0,518;0,320
1991;22;MORRO DO CHAPÉU DO PIAUÍ;0,173;0,030;0,496;0,345
1991;22;MURICI DOS PORTELAS;0,179;0,031;0,565;0,325
1991;22;NAZARÉ DO PIAUÍ;0,268;0,092;0,587;0,355
1991;22;NAZÁRIA;0,270;0,086;0,615;0,374
1991;22;NOSSA SENHORA DE NAZARÉ;0,256;0,077;0,560;0,388
1991;22;NOSSA SENHORA DOS REMÉDIOS;0,249;0,092;0,496;0,338
1991;22;NOVO ORIENTE DO PIAUÍ;0,277;0,097;0,570;0,385
1991;22;NOVO SANTO ANTÔNIO;0,179;0,035;0,493;0,331
1991;22;OEIRAS;0,328;0,129;0,595;0,458
1991;22;OLHO D'ÁGUA DO PIAUÍ;0,292;0,115;0,594;0,365
1991;22;PADRE MARCOS;0,251;0,090;0,440;0,400
1991;22;PAES LANDIM;0,299;0,119;0,595;0,377
1991;22;PAJEÚ DO PIAUÍ;0,189;0,041;0,584;0,282
1991;22;PALMEIRA DO PIAUÍ;0,279;0,102;0,605;0,352
1991;22;PALMEIRAIS;0,234;0,067;0,594;0,323
1991;22;PAQUETÁ;0,197;0,042;0,513;0,355
1991;22;PARNAGUÁ;0,295;0,119;0,548;0,392
1991;22;PARNAÍBA;0,414;0,229;0,599;0,517
1991;22;PASSAGEM FRANCA DO PIAUÍ;0,199;0,044;0,540;0,331
1991;22;PATOS DO PIAUÍ;0,181;0,025;0,594;0,397
1991;22;PAU D'ARCO DO PIAUÍ;0,175;0,031;0,509;0,340
1991;22;PAULISTANA;0,283;0,098;0,553;0,418
1991;22;PAVUSSU;0,261;0,073;0,583;0,417
1991;22;PEDRO II;0,291;0,101;0,625;0,389
1991;22;PEDRO LAURENTINO;0,198;0,046;0,558;0,301
1991;22;NOVA SANTA RITA;0,157;0,024;0,487;0,332
1991;22;PICOS;0,427;0,225;0,627;0,550
1991;22;PIMENTEIRAS;0,289;0,101;0,600;0,400
1991;22;PIO IX;0,271;0,088;0,583;0,388
1991;22;PIRACURUCA;0,338;0,143;0,591;0,457
1991;22;PIRIPIRI;0,357;0,161;0,627;0,452
1991;22;PORTO;0,282;0,121;0,496;0,372
1991;22;PORTO ALEGRE DO PIAUÍ;0,264;0,093;0,565;0,351
1991;22;PRATA DO PIAUÍ;0,321;0,144;0,600;0,384
1991;22;QUEIMADA NOVA;0,182;0,035;0,474;0,363
1991;22;REDENÇÃO DO GURGUÉIA;0,282;0,121;0,510;0,365
1991;22;REGENERAÇÃO;0,322;0,138;0,581;0,415
1991;22;RIACHO FRIO;0,207;0,050;0,548;0,322
1991;22;RIBEIRA DO PIAUÍ;0,143;0,018;0,496;0,326
